ID;Nome;Ingredientes
5865;Reuben Casserole;["macarrão","corned beef","creme de sopa de aipo","água","curativo","chucrute","queijo su��o"]
5866;Little Pecan Pies;["Margarina","Cream Cheese","Farinha"]
5867;Luminary Soup;["carne moída","cebola","pimentas verdes","sal","tsp.pper","tempero taco","Homatino","tomates","feijão renal","pinto","água"]
5868;Oatmeal Scotchies;["Farinha","bicarbonato de sódio","sal","canela de solo","manteiga","açúcar","açúcar mascavo","ovos","baunilha","aveia","butterchot chips"]
5869;Tomato Pudding;["pur� de tomate","água fervente","sal","açúcar mascavo","migalhas de pão branco fresco","manteiga"]
5870;Easy Fruit Cobbler;["Margarina","Farinha","fruta","açúcar","leite"]
5871;Chicken Pot Pie;["biscoito mistura","semente de gergelim","água","margarina","Margarina","mistura de biscoito","cebola","sal","caldo de galinha","vegetais"]
5872;Pineapple Cream Cheese Mold;["Abacaxi","água fervente","Jell-O","queijo creme de filadélfia","nozes"]
5873;Blueberry Salad;["abacaxi","água fervente","mirtilos","açúcar","cream cheese","framboesa gelatina","creme azedo","pecans"]
5874;Shrimp Scampi;["azeite","alho","camar�o","salsa","vinagre branco","manteiga","vinho branco","espaguete","sal"]
5875;Beef Tips In Mushroom Sauce;["assado desossado","cozinhar óleo","cebola","alho sal","cogumelos","creme de sopa de cogumelos","xerez"]
5876;Pickled Cukes;["vinagre de vinho","açúcar","salsa","Pepper","pepinos","cebola"]
5877;Chicken Casserole;["friter","creme de sopa de galinha","leite","caldo de galinha","cebola","curativo"]
5878;Orange Bran Streusel Cake;["manteiga","cereal","água","camada","ovos","suco de laranja","óleo vegetal"]
5879;Boston Brown Bread;["Pedra Ground Farinha de Rye","Refei��o de milho � terra de pedra","Bicarbonato de sódio","fardando p�","sal","melaço","Raisins"]
5880;Out-A-Sight Chicken;["peitos de frango","repolho","zucchini","soja","água","vinho","cogumelos"]
5881;Soft Molasses Cookies;["açúcar","melaço","crisco","bicarbonato de sódio","baunilha","farinha","creme","creme de t�rtaro","gengibre","canela"]
5882;Carol'S Favorite Dessert;["Graham Crackers","Vanilla Instant Pudding","Leite  Enchimento de torta de frutas"]
5883;Lemon Sauce Cake;["oleo","farinha","suco de limão","sal","açúcar","ovos","leite"]
5884;Rice Pudding;["Long gr�o arroz branco","água","leite","açúcar","manteiga sem sal","baunilha","passas","topping","damasco preserva","canela"]
5885;Mama Tina'S (Allison) Canned Green Beans;["feijão verde","Canning sal","açúcar","vinagre"]
5886;Pralines;["açúcar mascavo","açúcar","pecans","leite","sal"]
5887;Hawaiian Chicken;["peitos de frango","presunto","abacaxi"]
5888;Wilda'S Super Delicious Punch;["água","açúcar","água fria","suco de laranja","suco de limão","suco de abacaxi","bananas","gengibre ale"]
5889;Walnut-Pear Sour Cream Cake;["nozes","açúcar mascavo","manteiga","farinha","suco de limão","farinha","fermento em pó","bicarbonato de sódio","manteiga","baunilha","ovos","creme azedo"]
5890;Indian Tacos;["carne moída","taco","pão frito","tomate","cebola","queijo cheddar","creme azedo","salsa"]
5891;Potato Casserole;["Frozen hash browns","creme azedo","creme de sopa de galinha","cheddar queijo","olloo","cebola"]
5892;Never Fail Cake Frosting;["açúcar mascavo","açúcar branco","manteiga","creme","açúcar de confeiteiro","marshmallows"]
5893;Pecan Pralines;["açúcar","buttermilk","água","oleo","sal","pecans","baunilha"]
5894;Cranberry Salad;["jello","água fervente","suco de abacaxi","molho de cranberry","maçãs","nozes"]
5895;Barbecued Beans;["carne moída","Cebolas","Porco","molho de worcestershire","açúcar mascavo","sal","pimenta","catsup","vinagre","molho Tabasco"]
5896;Grandma'S Chocolate Pie;["açúcar","gema","farinha","cacau","leite","baunilha","margarina"]
5897;Chiffon Cake;["Farinha","açúcar","Faring em p�","sal","óleo vegetal","gema de ovo","água fria","baunilha","casca de limão","","brancos de ovo","creme de t�rtaro"]
5898;Easy Peanut Butter Fudge;["açúcar","Leite","sal","manteiga de amendoim chunky","baunilha","creme de marshmallow"]
5899;Crock-Pot Ham And Bean Soup;["feij�es","presunto","cebolas","Basil","Ba�a deixa","pimenta moída","molho de worcestershire"]
5900;Broccoli And Cauliflower Salad;["Couve-flor","brócolis","cebola doce","castanhas de água","azeitonas","mayonnaise","creme azedo"]
5901;Chicken And Dressing;["frango","caldo de frango","creme de sopa de galinha","erva recheando mistura","mistura de recheio","margarina"]
5902;Coffee Cake;["Farinha","açúcar","oleo","fermento","gema de ovo","leite"]
5903;Barbecued Spareribs;["Spareribs de porco","gel�ia de groselha","suco de limão","cornstarca","sal","alho"]
5904;Chicken Parmigiana;["migalhas de pão","Queijo parmesão","tempero italiano","alho p�","peitos de frango","ovo","molho de tomate","queijo mussarela"]
5905;Black-Eyed Peas;["ervilhas de olhos pretos","água","bacon","cebola","aipo","sal","pimentão vermelho","arroz de gr�os longos"]
5906;Jello Salad;["Mandarin laranjas","Abacaxi","Queijo cottage","laranja gelatina"]
5907;Baked Spaghetti;["Molho","Mozzarella Cheese"]
5908;Chicken And Pasta Salad;["Frango","salada italiana curativo","Queijo parmesão","Shell de massas","brócolis congelados"]
5909;All In One Hot Fudge Cake;["açúcar","Farinha","cacau","leite","manteiga","baunilha","açúcar","açúcar mascavo","cacau","água"]
5910;Easy Peach Cobbler;["Margarina","Farinha","açúcar","leite  pêssegos","canela"]
5911;Potato Salad;["ovos","açúcar","mostarda seca","cornstarca","sal","vinagre","Mayonnaise","salsa","ovos","sal","pimenta"]
5912;Dietetic Butter Cookies;["Farinha","bicarbonato de sódio","sal","manteiga","ado�ante de noncalorie","baunilha","ovo","pecans","nozes","passas","chocolate semi-doce"]
5913;Corn Bread Casserole;["carne moída","cebola","tomates","pinto gr�os","sal","pão de milho"]
5914;Butterfinger Delight;["Bolo","claras","Butterfinger","açúcar","margarina"]
5915;Fudge Pie;["açúcar","manteiga","gema  chocolate  farinha","baunilha","claras","sal"]
5916;Lemon Fluff;["limão jello","pêssegos","amêndoa"]
5917;Cream Cheese Ball;["Cream Cheese","Beef","salsa"]
5918;Finger Paints(I Used This Recipe When My Children Were Small.);["amido","água fria","água fervente","flocos de sab�o","glicerina","corantes vegetais diferentes"]
5919;Rice Dish;["Tio Ben's","sopa de consomma","sopa de cebola","cogumelos","Margarina","amêndoas lascadas"]
5920;Baked Pineapple;["Abacaxi","açúcar","farinha","manteiga","canela","noz-moscada","ovos"]
5921;Pizza Dough And Breadsticks;["Farinha","bolo","óleo vegetal","sal","açúcar"]
5922;Fruit Muffins;["Apples descascados","açúcar","nozes","ovos","óleo","baunilha","farinha","refrigerante","canela","sal"]
5923;Eggplant Spaghetti Sauce;["berinjela","óleo","cebola","alho","pimenta verde","tomates","suco de tomate","oregano","Basil"]
5924;Gonga'S Fudge;["açúcar","manteiga","Leite","Chocolate Chips","Nuts","baunilha","marshmallow crem"]
5925;Captain Stew;["carne moída","legumes mistos","creme de sopa de cogumelos","creme de sopa de aipo","cebola"]
5926;Carrots Of The Ritz;["Cenouras","Frango","buttery redondo biscoitos","cebola","manteiga","Queijo Cheddar"]
5927;Cherry Jubilee;["Bolo de comida de anjo","Pudim de baunilha","Cherry Torie enchimento"]
5928;Moist Low-Fat Brownies;["vegetal cozinhar spray","Chips de chocolate semi-doce","leite condensado","cacau sem açúcar","claras","farinha","fermento","extrato de baunilha"]
5929;Strawberry Cake;["Mistura de bolo branco","Morango gelatina","morangos","óleo crisco","ovos","leite doce","coconut","porcas"]
5930;Baked Beans;["Grandes feij�es do norte","açúcar mascavo","Mostarda seca","Catsup","xarope de panqueca","Ham Hock"]
5931;Corn Pudding;["milho de estilo creme","todo o milho do kernel","pão de milho","creme azedo","ovos","margarina"]
5932;Your Basic Macaroni And Cheese;["Manteiga","All-Propósito","Mostarda","sal","cotovelo macarrão","Shredded Sharp Cheddar Queijo","Muenster","Romano Queijo","Migalhas de pão experiente italiano"]
5933;Hazel'S Chili(More Like Soup);["carne moída","Cebolas","pur� de tomate","sal","pimentão","pimenta vermelha","água","molho de cachorro quente","chili beans"]
5934;Best Picante Around;["Tomates","pimentão","cebola","jalapeno pimentas","alho p�","vinagre","sal","pimentão","cilantro","flocos de salsa"]
5935;Christmas Salad;["Cherry Torie enchimento","Leite","Abacaxi","Pecans","marshmallows","anjo"]
5936;Corn Light Bread;["fornema","buttermilk","ovo","farinha","açúcar"]
5937;Crinkle Sunflower Cookies;["manteiga","açúcar","açúcar mascavo","baunilha","farinha","bicarbonato de sódio","sal","fermento","aveia","coco","sementes de girassol",""]
5938;Pork And Sauerkraut;["Bacon","Costeletas de porco","chucrute","cebolas","batatas","tomates","sementes de alcaravia","sal"]
5939;Army Pudding;["Graham Crackers","Pudim instant�neo de baunilha","Leite","xarope de chocolate","tigela"]
5940;Apple And Pecan Bread Pudding;["Mistura de enchimento de cornbread","maçãs","pecans","passas amarelas","pizza de abóbora tempero","ovos","cidra de ma��","mel","manteiga"]
5941;Old Fashion Stack Cake;["encurtamento","sorgo melaço","ovo","fermento","sal","açúcar","farinha","soda","gengibre","buttermilk","baunilha"]
5942;Brownie Delight;["brownie mix","toffee bits"]
5943;Michael'S Favorite Meat Loaf;["chuck chuck","aveia","cebola","ketchup","leite","ovos","sal","pimenta","ketchup","açúcar mascardo"]
5944;Quick Savory Popcorn;["Primeira festa","festa","manteiga"]
5945;Lemon Bars;["Farinha","manteiga","açúcar","ovos","açúcar  sal","suco de limão","farinha","fermento"]
5946;Zucchini Bread;["Farinha","açúcar","ovos","óleo","abobrinha","baunilha","refrigerante","canela","sal","pecans"]
5947;Shrimp Casserole;["camar�o","cebola","manteiga","creme de sopa de cogumelos","sopa de cebola","pimentão","ro-tel tomates","arroz"]
5948;Christmas Fudge;["açúcar","xarope de milho","leite","baunilha","sal","manteiga","fruta cristalizada","porcas"]
5949;No Bake Peanut Butter Cookies;["Leite","manteiga de amendoim  biscoitos","açúcar"]
5950;Peanut Butter Fingers;["manteiga","açúcar mascavo","manteiga de amendoim","soda","sal","açúcar","ovos","baunilha","farinha"]
5951;Meltaway Chocolate Brownies(Makes 16 Brownies);["açúcar","Cravo","manteiga","ovos","baunilha","farinha","bicarbonato de sódio","sal de sal"]
5952;Special Carrots;["Cenouras","Aipo","cebola","chablis","manteiga","açúcar","dill weed"]
5953;Chicken Casserole;["Doritos","Frango","creme de sopa de galinha","sopa de cogumelo","pimentão","cebola","pimentos","ro-tel tomates","queijo ralado"]
5954;Tuna Pie;["shell","atum","Queijo su��o","cebola","ovos","maionese","leite"]
5955;Cheese Ball;["Cream Cheese","Queijo Cheddar","Queijo Americano","Pimenta verde","sal","pecans","pimenta branca","cebola","pimiento","molho de soja","Molho Tabasco"]
5956;Squash Or Corn Cakes;["ralador","açúcar","sal","pimenta","ovos","farinha","fermento em pó"]
5957;Cheese Soup;["manteiga","cebola","Farinha","Beef Stock","Leite","queijo ralado","paprika"]
5958;Savory Beef Stew;["carne ensopado","oil","cebolas","tomates","tapioca","dente de alho","caldo de carne condensado","flocos de salsa","folha de louro","Cenouras","batatas","Aipo","creme azedo"]
5959;Country Iced Tea;["água fervente","sacos","açúcar"]
5960;Dutch Slaw;["cabe�a repolho","pimenta verde","cebola","açúcar","sal","mostarda seca","aipo","vinagre"]
5961;Blueberry Delight;["Torta de mirtilo enchimento","mistura de bolo amarelo","manteiga"]
5962;Chili-Cheese Dip;["Tostitos","Chili"]
5963;Peachy Chicken;["pêssegos","molho de soja","frango"]
5964;Chewy Oatmeal Cookies;["Margarina","açúcar mascavo","açúcar","ovo","baunilha","farinha","bicarbonato de sódio","sal","canela","aveia"]
5965;Strawberries In The Snow;["Cream Cheese","Confeiteiros açúcar","Bolo","Morango Glaze","morangos"]
5966;Scalloped Broccoli;["brócolis","margarina","farinha","leite","cubos de caldo de frango","água"]
5967;Chipped Steak Rolls;["pimentas verdes","cebola","pimento","óleo vegetal","pasta de tomate","azeitonas pretas","queijo cheddar","migalhas de pão","sal","água"]
5968;Spanish Rice(Arroz Espanol);["arroz","molho de tomate","Cubo de bouillon de frango","Margarina","pimentão verde","pimentão vermelho","pimentão","oregano","p�","cominho"]
5969;Chicken Lasagna;["Margarina","Farinha","Salt","Basil","Caldo de frango","Queijo de casa","ovo","macarrão de lasanha","queijo parmesão","frango","queijo mussarela"]
5970;Surprise Burgers;["carne moída","Queijo afiado","Cebola Bermuda","Hamburger Rolls","Sandwich spread","tomate"]
5971;Easy Rolls;["Bisquick","açúcar","cerveja"]
5972;Layered Bean Dip;["feij�es","cheddar","creme azedo","molho taco","fatias jalapeno"]
5973;Homemade Pizzas;["camada biscoitos","molho de espaguete","pepperoni","hamburger","salsicha","pimentas verdes","mussarela queijo"]
5974;Easy Supper;["Ground cebola","pimenta verde","migalhas de pão mo�do","queijo ralado","sopa de cogumelos","leite","ovos"]
5975;Artichoke Squares;["cebola","alho do cravo","ovos","migalhas de pão","sal","oregano","molho vermelho de pimenta","salsa","queijo cheddar","queijo cheddar"]
5976;Pumpkin Pie Dip;["açúcar","Cream cheese","pizza de abóbora enchimento","canela","gengibre"]
5977;Artichoke Dip;["Queijo Cheddar","Ralado Monterey","Mayonnaise","Chilies verdes"]
5978;Short Ribs Of Beef;["curta costelas","sal","mostarda seca","açúcar","black pimenta","suco de limão","cebola","aipo","salsa","folha  Caldo de frango","vinho tinto","molho de worcestershire"]
5979;Impossible Buttermilk Pie;["açúcar","buttermilk","bisquick assando mistura","manteiga","baunilha","ovos"]
5980;Meat Loaf;["carne moída","ovos","migalhas de pão","ketchup","acento","água morna","sopa de cebola"]
5981;Make Ahead Mashed Or Whipped Potatoes;["batatas","creme azedo","cream cheese"]
5982;Sausage Balls;["salsicha quente","queijo velveeta","bisquick"]
5983;Lemonade Pie;["limonada congelada","leite condensado","suco de limão","crosta de cracker de Graham"]
5984;Buffet Salad Bowl;["Molho italiano","feijão verde","milho de kernel inteiro","Lesueur Ervilhas","cogumelos","Aipo","pimento","cebola vermelha","pimentas","brotos de feijão","Romano Queijo"]
5985;Bean And Corn Casserole;["feijão verde","peg milho","creme de sopa de aipo","creme azedo","Queijo cheddar","sal","rolo de biscoito","amêndoas"]
5986;Squash Casserole;["Queijo Cheddar","ovos","cebolas","biscoitos","leite","margarina"]
5987;Chocolate Vanilla Wafer Dessert;["Baunilha Bolachas","","água","nozes","ovos","açúcar","creme"]
5988;Turkey Tomato Stroganoff;["azeite","Alho","Tarragon","Basil","pimenta fresca","tomates","iogurte baixo","flour","macarrão","salsinha"]
5989;Taco Salad;["hamb�rguer","taco tempero","feijão","cabe�a alface","Queijo Cheddar","Doritos"]
5990;Cajun Fettuccine;["frango","aipo","cebolas","manteiga","pimenta preta","sal","Basil","molho de worcestershire","leite","queijo de velveeta","Queijo parmesão","quente molho","fettuccine"]
5991;Fresh Strawberry Pie;["torta de crosta","morangos","manteiga","água","açúcar","farinha","noz-moscada"]
5992;Shrimp And Crab With Rice;["caranguejo","camar�o","pimenta verde","cebola","pimento","aipo","cogumelos","mayonnaise","sal","worcestershire molho","arroz"]
5993;Turmeric Slaw;["m�dia","pimentão","cebola","vinagre","açúcar","sal","Turmeric","mostarda seca"]
5994;Frozen Punch;["jello","açúcar","limonada congelada","suco de abacaxi","água quente","gengibre ale"]
5995;Almond Milk;["amêndoas","água","Datas","baunilha","sal"]
5996;Easy Salmon Patties;["salm�o rosa","cebola","ovo","biscoitos","generoso"]
5997;Zucchini Pie;["abobrinha","farinha","azeite","parmesão","molho de tomate","mussarela"]
5998;Delight(4 Layered Dessert);["farinha","pecans  manteiga","queijo creme","açúcar","Leite","Pudim instant�neo"]
5999;Lee'S Scalloped Potatoes;["batatas","sal","Queijo cottage","creme azedo","cebola","garlic sal","queijo cheddar","paprika","presunto"]
6000;Heavenly Potatoes;["Frozen Hash Browns","Queijo Cheddar","Creme de sopa de galinha","creme azedo","manteiga","sal","cebola"]
6001;Coconut Delight;["manteiga","farinha","nozes"]
6002;Zucchini Florentine;["abobrinha","cebola","manteiga","queijo parmesão"]
6003;Candied Sweet Potatoes;["Batatas doces","manteiga","açúcar","sal"]
6004;Sauteed Okra;["Quiabo fresco","manteiga","dente de alho","sal"]
6005;Pumpkin Stew;["Inverno","Tomates","Caldo de frango","feijão verde fresco","milho fresco","pimenta verde","alho","pimentão"]
6006;Chicken Souffle;["pão branco","frango","cogumelos","creme de sopa de cogumelos","cheddar queijo","ovos","sal","leite","mayonnaise"]
